site_id,long,lat,imp
3,-77.263149,38.758752,14.323241708293287
17,-76.694935,38.911893,0.2570984865796077
19,-76.977259,38.856692,22.57869795434788
23,-76.547451,38.701874,9.58577993291765
26,-77.344512,38.92377,2.4840714216366675
34,-77.05675,38.985856,12.05521642271349
45,-77.053186301,38.994009,28.70848123264376
47,-77.040834,38.940066,21.4278535013602
49,-77.14316,38.969369,13.318197205253178
50,-76.95419,39.00645,17.773224535266916
56,-76.46323,39.113321,16.311037537557116
59,-77.00135,38.974007,22.052679133708452
62,-77.35725,38.915614,3.7185218878158497
63,-76.7946,38.97406,14.930376455106416
76,-76.952668,39.03227,10.829519060739221
77,-76.211544,38.781935,10.179409706399742
85,-77.01364,38.97176,46.79096777684804
89,-76.937993,38.933174,38.91816693045804
91,-76.544951998,39.105263,13.562992643500497
94,-77.0044,38.9764,23.673583607447497
105,-76.6238,39.379563,25.038202939852653
106,-76.55691,39.49158,2.498145982688617
109,-76.631598,39.286099,78.5961293127978
111,-77.34458,38.92374,2.5016657638748243
121,-76.998343364,38.643031,5.250184078203574
124,-76.54802,39.126658,30.380057853961393
125,-76.873598,39.002435,20.10909989655344
129,-77.032995842,39.058623,4.114011324882817
130,-77.05334,38.89977,68.68963545222252
131,-76.48468,38.96281,43.04619696341401
132,-77.103818,39.040017,34.361374603098966
139,-77.26441,38.74159,7.3853653808695405
141,-77.41811,38.865157,22.643719765475897
145,-77.08536,38.982444,18.723865562277563
148,-76.12497,38.732481,2.2103220459818993
150,-76.559736,38.94883,17.050075609164715
151,-76.443988,39.040118,14.878900213670601
154,-77.08751,39.034495,9.792612132149117
155,-77.032135,38.897921,75.20002907922259
157,-76.95434,38.942218,49.440724812496896
162,-76.92866,39.06249,16.058698572175746
163,-77.0229,38.675841,4.383088978554173
165,-77.02264,39.01415,16.674791769623933
169,-77.227727682,38.997446,3.5193558049420783
172,-76.588785,39.395162,29.194196642087974
182,-77.17451,39.296892,2.854220986980173
198,-77.04754,38.91971,53.3614033644007
199,-76.582412474,38.98628,23.052254158945768
208,-76.482983,39.0382,18.84738022787248
209,-76.99381,39.30942,0.5140586400911343
213,-76.84428,39.15633,8.273977456472352
216,-76.836499,39.326754,0.3163404318740012
217,-76.780006265,39.266481,3.807018014526309
225,-76.780331,39.266198,3.5981779247261163
226,-76.77265,39.266627,9.212544309624574
229,-76.571593,38.560514,0.14682662490094325
231,-76.591968651,39.091655,12.56894240614546
233,-76.989525,38.886372,62.843282986551095
234,-76.007615,38.961106,0.4568893769531523
238,-77.353212,38.620605,12.940148310723988
239,-77.35579,38.626042,14.599219058433206
246,-76.653927,39.352573,10.24551045040483
247,-76.99879,38.88877,70.13716957141851
248,-77.040764,39.11478,5.02956009648312
251,-76.58533,39.682474,0.19177506162606625
253,-76.5341,39.012895,1.9232019027081677
254,-76.786866009,39.275981,5.483108636414523
256,-77.09664,38.898386,24.85823122018373
260,-77.49654,38.463688,11.155168187260076
266,-76.600211605,39.041453,4.622294797601261
267,-76.60021,39.041453,4.622294797601261
274,99999,99999,NA
275,-77.161128876,38.905535,11.706479185232737
276,-77.07797,38.89236,60.05030746468961
277,-77.077891,38.892695,59.738516975846444
294,-77.030072,38.911439,79.85368585787661
295,-77.10746,38.930031,18.044063164447557
297,-76.5197,38.896318,10.661045034299276
305,-76.583534032,38.829108,0.107420855250169
309,-76.95083,38.933626,39.49485508330392
316,-76.541146,38.841726,12.600346863886374
319,-77.0509,38.719622,14.19130253346049
322,-77.10968,38.947608,7.703132119202791
